nomeProposicao,idProposicao,idProposicaoPrincipal,nomeProposicaoOrigem,tipoProposicao,tema,Ementa,ExplicacaoEmenta,Autor,ideCadastro,ufAutor,partidoAutor,DataApresentacao,RegimeTramitacao,UltimoDespacho,Apreciacao,Indexacao,Situacao,LinkInteiroTeor,apensadas,apensadas_proposicao
PL 2783/2024,2447323,"
  ","
  ",Projeto de Lei,Economia; Finanças Públicas e Orçamento; Trabalho e Emprego,"Institui o Programa Gaúcho de Manutenção do Emprego e da Renda. 
","
  ",Sanderson,204416,RS,PL        ,09/07/2024,.,"
  ",.,"Criação, Programa Gaúcho de Manutenção do Emprego e da Renda, Medida trabalhista alternativa, Benefício Gaúcho de Manutenção do Emprego e da Renda, Rio Grande do Sul, desastre ambiental, calamidade pública, diretrizes. ",SECAP(SGM) - Aguardando Despacho do Presidente da Câmara dos Deputados (Análise),http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2451006,,
PL 2782/2024,2447314,"
  ","
  ",Projeto de Lei,Defesa e Segurança; Finanças Públicas e Orçamento,"Institui o Programa Nacional de Apoio à Segurança Pública (PNASP) e dá outras providências.
","
  ",Capitão Alberto Neto,204572,AM,PL        ,09/07/2024,"Ordinário (Art. 151, III, RICD)","Apense-se à(ao) PL-5113/2019.
Proposição Sujeita à Apreciação do Plenário
Regime de Tramitação: Ordinário (Art. 151, III, RICD)
",Proposição Sujeita à Apreciação do Plenário,"Criação, Programa Nacional de Apoio à Segurança Pública (PNASP), pessoa física, pessoa jurídica, destinação, percentual, Imposto de renda, projeto (administração), segurança pública, tributação.  ",CFT - Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2450991,,
PL 2780/2024,2447259,"
  ","
  ",Projeto de Lei,"Administração Pública; Energia, Recursos Hídricos e Minerais; Finanças Públicas e Orçamento","Institui a Política Nacional de Minerais Críticos e Estratégicos (PNMCE), o Comitê de Minerais Críticos e Estratégicos (CMCE), vinculado ao Conselho Nacional de Política Mineral, e dá outras providências.
",Altera as Leis nº 11.196 de 2005 e 11.488 de 2007.,Zé Silva,160632,MG,SOLIDARI  ,08/07/2024,"Ordinário (Art. 151, III, RICD)","Às Comissões de 
Desenvolvimento Econômico; 
Meio Ambiente e Desenvolvimento Sustentável; 
Minas e Energia; 
Finanças e Tributação (Mérito e Art. 54, RICD) e 
Constituição e Justiça e de Cidadania (Art. 54 RICD)
Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II
Regime de Tramitação: Ordinário (Art. 151, III, RICD)
",Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II,"Comitê de Minerais Críticos e Estratégicos (CMCE), Conselho Nacional de Política Mineral (CNPM), fomento, pesquisa, Lavra mineral, processamento, mineral, garantia, segurança alimentar, segurança energética, diretrizes. _ Alteração, Lei do Bem (2005), Lei Federal, dedução tributária, Imposto de Renda das Pessoas Jurídicas (IRPJ), Contribuição Social sobre o Lucro Líquido (CSLL), Imposto sobre Produtos Industrializados (IPI), benefício, Regime Especial de Incentivos para o Desenvolvimento de Infraestrutura (Reidi), pessoa jurídica, investimento, pesquisa tecnológica, transformação, mineral crítico, mineral estratégico, Regime aduaneiro especial.",CDE - Aguardando Parecer,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2450892,,
PL 2778/2024,2447204,"
  ","
  ",Projeto de Lei,"Política, Partidos e Eleições","Dispõe sobre prerrogativas para atuação da Justiça Eleitoral no combate à desinformação, alteração da data limite para aferição da idade mínima para assunção de cargos eletivos e permite o uso da astreintes como medida coercitiva da magistratura eleitoral.",Altera a Lei nº 9.504 de 1997.,Doutor Luizinho,204450,RJ,PP        ,08/07/2024,"Prioridade (Art. 151, II, RICD)","À Comissão de 
Constituição e Justiça e de Cidadania (Mérito e Art. 54, RICD)
Proposição Sujeita à Apreciação do Plenário
Regime de Tramitação: Prioridade (Art. 151, II, RICD)
",Proposição Sujeita à Apreciação do Plenário,"Alteração, Lei das Eleições (1997), calendário eleitoral, aferição, idade mínima, Elegibilidade, inexigibilidade, posse, candidato, Mandato parlamentar. _ Antecipação, prazo, registro de candidatura, Convenção partidária. _ Justiça eleitoral, Poder de polícia, aplicação, Astreinte, Medida coercitiva. _ Multa, Divulgação, compartilhamento, desinformação, Notícia falsa (fake news), difamação, Candidato a cargo eletivo. ",CCJC - Aguardando Designação de Relator(a),http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2450756,,
PL 2777/2024,2447197,"
  ","
  ",Projeto de Lei,Direitos Humanos e Minorias; Trabalho e Emprego,"Dispõe sobre medidas de valorização, proteção e promoção dos direitos das mulheres trabalhadoras operadoras de telemarketing.","
  ",Silvye Alves,220569,GO,UNIÃO     ,08/07/2024,"Ordinário (Art. 151, III, RICD)","Às Comissões de 
Comunicação; 
Defesa dos Direitos da Mulher; 
Trabalho; 
Finanças e Tributação (Art. 54 RICD) e 
Constituição e Justiça e de Cidadania (Art. 54 RICD)
Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II
Regime de Tramitação: Ordinário (Art. 151, III, RICD)
",Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II,"Criação, Política Nacional pela Valorização e Proteção das Trabalhadoras Operadoras de Telemarketing, Direito do trabalho, Condições de trabalho, Educação e formação profissional, proteção, automação, mobilidade, mercado de trabalho, mulher, Operador de telemarketing, diretrizes.",CCOM - Aguardando Parecer,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2450750,,
PL 858/2024,2447183,"
  ","
  ",Projeto de Lei,Administração Pública; Direitos Humanos e Minorias; Economia; Finanças Públicas e Orçamento,"Dispõe sobre a criação do Fundo de Investimento em Infraestrutura Social (FIIS) e altera a Medida Provisória nº 2.156-5, de 24 de agosto de 2001, para autorizar os agentes operadores do Fundo de Desenvolvimento do Nordeste (FDNE) a renegociar os termos, prazos e demais condições financeiras das operações de crédito cujos riscos são suportados, parcial ou integralmente, pela União","
  ",Senado Federal - Confúcio Moura,"
  ",RO,MDB       ,08/07/2024,"Urgência (Art. 155, RICD)","Às Comissões de 
Educação; 
Saúde; 
Segurança Pública e Combate ao Crime Organizado; 
Finanças e Tributação (Mérito e Art. 54, RICD) e 
Constituição e Justiça e de Cidadania (Art. 54 RICD)
Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II
Regime de Tramitação: Prioridade (Art. 151, II, RICD)
",Proposição Sujeita à Apreciação do Plenário,"Criação, Fundo de Investimento em Infraestrutura Social (FIIS), recursos, financiamento, equipamento, serviços públicos, garantia, direitos sociais, saúde, educação, segurança pública, Agente financeiro, Banco Nacional de Desenvolvimento Econômico e Social (BNDES), diretrizes. _ Alteração, Medida Provisória, critério, Agente operador de fundos, Fundo de Desenvolvimento do Nordeste (FDNE), renegociação, operação de crédito, ",Tranformada no(a) Lei Ordinária 14947/2024,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2450521,,
PL 2776/2024,2447181,"
  ","
  ",Projeto de Lei,Esporte e Lazer,"Dispõe sobre a concessão de Bolsa-Atleta aos atletas pertencentes à categoria máster ou similar
",Altera a Lei nº 14.597 de 2023.,Douglas Viegas,227433,SP,UNIÃO     ,08/07/2024,"Ordinário (Art. 151, III, RICD)","Às Comissões de 
Esporte; 
Finanças e Tributação (Art. 54 RICD) e 
Constituição e Justiça e de Cidadania (Art. 54 RICD)
Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II
Regime de Tramitação: Ordinário (Art. 151, III, RICD)
",Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II,"Alteração, Lei Geral do Esporte (2023), concessão, Bolsa-Atleta, Atleta máster. ",CESPO - Pronta para Pauta,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2450516,,
PL 2775/2024,2447165,"
  ","
  ",Projeto de Lei,"Ciência, Tecnologia e Inovação; Defesa e Segurança; Direito e Defesa do Consumidor","Altera a Lei nº 13.709, de 14 de agosto de 2018, Lei Geral de Proteção de Dados Pessoais (LGPD), para determinar critérios à permissão do uso dos dados pessoais para o treinamento e aperfeiçoamento de sistemas de inteligência artificial (IA).
","
  ",João Daniel,178970,SE,PT        ,08/07/2024,"Ordinário (Art. 151, III, RICD)","Às Comissões de 
Ciência, Tecnologia e Inovação e 
Constituição e Justiça e de Cidadania (Mérito e Art. 54 RICD)
Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II
Regime de Tramitação: Ordinário (Art. 151, III, RICD)
",Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II,"Alteração, Lei Geral de Proteção de Dados Pessoais (LGPDP) (2018), regulamentação, utilização, dados pessoais, Sistema de inteligência artificial.",CCTI - Aguardando Parecer,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2450495,,
PL 2774/2024,2447158,"
  ","
  ",Projeto de Lei,"Direitos Humanos e Minorias; Finanças Públicas e Orçamento; Viação, Transporte e Mobilidade","Altera a Lei nº 8.989, de 1995, para atualizar o limite do valor do veículo beneficiado com isenção do Imposto sobre Produtos Industrializados (IPI), quando adquirido por pessoas com deficiência.","
  ",Dagoberto Nogueira,141411,MS,PSDB      ,08/07/2024,"Ordinário (Art. 151, III, RICD)","Apense-se à(ao) PL-288/2024.
Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II
Regime de Tramitação: Ordinário (Art. 151, III, RICD)
",Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II,"Alteração, Lei de Isenção do IPI para Compra de Automóveis (1995), atualização, limite, valor, veículo, pessoa com deficiência, isenção tributária, Imposto sobre Produtos Industrializados (IPI), benefício fiscal, tributação. ",CFT - Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2450488,,
PL 2771/2024,2447130,"
  ","
  ",Projeto de Lei,Administração Pública; Defesa e Segurança,"Institui a cobrança de multa pelo porte e uso de entorpecentes em ambientes públicos em âmbito nacional.
","
  ",Delegado Palumbo,220652,SP,MDB       ,08/07/2024,"Ordinário (Art. 151, III, RICD)","Às Comissões de 
Segurança Pública e Combate ao Crime Organizado; 
Finanças e Tributação (Art. 54 RICD) e 
Constituição e Justiça e de Cidadania (Mérito e Art. 54, RICD)
Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II
Regime de Tramitação: Ordinário (Art. 151, III, RICD)
",Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II,"Aplicação, multa, transporte, consumo, Droga ilícita local público, diretrizes. ",CSPCCO - Aguardando Parecer,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2450279,,"
      "
PL 2770/2024,2447121,"
  ","
  ",Projeto de Lei,Homenagens e Datas Comemorativas,"Inscreve o nome de Paulo Emílio Vanzolini no Livro dos Heróis e Heroínas da Pátria.
","
  ",Waldenor Pereira,160569,BA,PT        ,08/07/2024,"Ordinário (Art. 151, III, RICD)","Às Comissões de 
Cultura e 
Constituição e Justiça e de Cidadania (Art. 54 RICD)
Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II
Regime de Tramitação: Ordinário (Art. 151, III, RICD)
",Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II,"Inscrição, nome, zoólogo, compositor de música, Livro dos Heróis e Heroínas da Pátria, homenagem póstuma, título honorífico.  ",CCULT - Aguardando Designação de Relator(a),http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2450263,,
PL 2769/2024,2447119,"
  ","
  ",Projeto de Lei,Direito e Justiça; Meio Ambiente e Desenvolvimento Sustentável,"Dispõe sobre a tramitação prioritária de processos judiciais e administrativos que visem apurar maus tratos contra animais, estabelece diretrizes para o tratamento físico e ético adequado dos animais e institui a Campanha Dezembro Verde de Combate ao Abandono de Animais e Conscientização sobre Adoção Animal Responsável. 
","
  ",Jadyel Alencar,220697,PI,REPUBLIC  ,08/07/2024,"Ordinário (Art. 151, III, RICD)","Às Comissões de 
Meio Ambiente e Desenvolvimento Sustentável e 
Constituição e Justiça e de Cidadania (Mérito e Art. 54, RICD)
Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II
Regime de Tramitação: Ordinário (Art. 151, III, RICD)
",Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II,"Prioridade, tramitação, processo judicial, Processo administrativo, apuração, maus-tratos, animal. _ Obrigatoriedade, Tutor, entidade, Guarda de animais, preservação, saúde animal. _ Criação, Dezembro Verde, campanha educativa, combate, abandono, importância, adoção responsável, animal. ",CMADS - Aguardando Parecer,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2450260,,
PL 2768/2024,2447116,"
  ","
  ",Projeto de Lei,"Ciência, Tecnologia e Inovação; Educação","Autoriza o Poder Executivo a criar o Instituto Federal do Sudoeste Baiano.
","
  ",Waldenor Pereira,160569,BA,PT        ,08/07/2024,"Ordinário (Art. 151, III, RICD)","Às Comissões de 
Administração e Serviço Público; 
Educação; 
Finanças e Tributação (Art. 54 RICD) e 
Constituição e Justiça e de Cidadania (Art. 54 RICD)
Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II
Regime de Tramitação: Ordinário (Art. 151, III, RICD)
",Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II,"Autorização, Poder Executivo, criação, Instituto Federal de Educação, Ciência e Tecnologia (Instituto Federal),  Educação profissional e tecnológica, Bahia.",CASP - Aguardando Designação de Relator(a),http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2450252,,
PL 2767/2024,2447110,"
  ","
  ",Projeto de Lei,Educação,"Altera a Lei nº 9.394, de 20 de dezembro de 1996, que estabelece as diretrizes e bases da educação nacional, para incluir educação e administração financeira nos currículos da educação básica.
","
  ",Duda Ramos,220540,RR,MDB       ,08/07/2024,"Ordinário (Art. 151, III, RICD)","Apense-se à(ao) PL-3145/2020.
Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II
Regime de Tramitação: Ordinário (Art. 151, III, RICD)
",Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II,"Alteração, Lei de Diretrizes e Bases da Educação Nacional (1996), tema transversal, Educação financeira, currículo escolar, educação básica. ",CE - Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2450239,,
PL 2766/2024,2447103,"
  ","
  ",Projeto de Lei,Comunicações; Direitos Humanos e Minorias; Saúde,"Inclui na Lei nº 12.965, de 23 de abril de 2014 (Marco Civil da Internet) a obrigatoriedade de veiculação de mensagem de advertência quanto ao risco para a saúde mental de crianças e adolescentes pelo uso de aplicações de internet que disponibilizem conteúdo gerado por terceiros, inclusive redes sociais.","
  ",Jorge Goetten,214694,SC,REPUBLIC  ,08/07/2024,"Ordinário (Art. 151, III, RICD)","Às Comissões de 
Comunicação; 
Saúde; 
Defesa do Consumidor e 
Constituição e Justiça e de Cidadania (Art. 54 RICD)
Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II
Regime de Tramitação: Ordinário (Art. 151, III, RICD)
",Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II,"Alteração, Marco Civil da Internet (2014), critério, obrigatoriedade, Provedor de aplicações, Internet, Mensagem de advertência, usuário, pais, responsável legal, Riscos (segurança), saúde mental, criança, adolescente, utilização, Software aplicativo, rede social. ",CCOM - Aguardando Parecer,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2450222,,
PL 2764/2024,2447053,"
  ","
  ",Projeto de Lei,"Administração Pública; Agricultura, Pecuária, Pesca e Extrativismo; Direitos Humanos e Minorias; Relações Internacionais e Comércio Exterior","Autoriza e estabelece diretrizes para o Poder Público federal adquirir alimentos de países estrangeiros para recomposição de estoques públicos em caso de calamidade pública, assegurando prioridade aos produtores nacionais e dá outras providências.
","
  ",Marcelo Moraes,133810,RS,PL        ,08/07/2024,"Ordinário (Art. 151, III, RICD)","Às Comissões de 
Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural; 
Finanças e Tributação (Mérito e Art. 54, RICD) e 
Constituição e Justiça e de Cidadania (Art. 54 RICD)
Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II
Regime de Tramitação: Ordinário (Art. 151, III, RICD)
",Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II,"Diretrizes, Poder público, aquisição, alimento, país estrangeiro, reposição, Estoque público, Segurança alimentar e nutricional, população, situação de emergência, Calamidade pública, prioridade, Produtor nacional. ",CAPADR - Pronta para Pauta,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2450138,,
